seed_mof_name,seed_mof_string,seed_edge_selfies,seed_target,dreamed_mof_string,dreamed_edge_selfies,dreamed_edge_smiles,dreamed_target,dreamed_mof_name,linker_hash
gis_N265_edge107188,[:0O_nitrile][C][C][=C][=C][Branch][C][Branch][N][Branch][FrH0][pop][Ring1][Branch][pop][Branch][:0O_nitrile][pop][:0O_nitrile][pop][C][Branch][:0O_nitrile][pop][FrH0][pop][.][Fr][C][O][Zn][O][C][Branch1][C][Fr][O][Zn][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch2][Ring1][O][O][C][Branch1][C][Fr][O][Zn][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][O][Ring2][Ring1][#Branch2][&&][gis],[:0O_nitrile][C][C][=C][=C][Branch][C][Branch][N][Branch][FrH0][pop][Ring1][Branch][pop][Branch][:0O_nitrile][pop][:0O_nitrile][pop][C][Branch][:0O_nitrile][pop][FrH0][pop],2877.84,[C][C][=C][=C][Branch][C][=N][FrH0][pop][C][:4benzenealcohol][Ring1][:0pyridine][Ring1][:1benzenediol][pop][Ring2][:1methyl_amine][Ring1][FrH0][pop][pop][:5benzenealcohol][:1pyridine][=Branch][:1methyl_amine][Ring1][:0pyrimidine][Ring1][:4benzenealcohol][pop][Ring1][:0benzene][#Branch][:0methyl][pop][:5benzenediol][Ring1][:3imidazole][.][Fr][C][O][Zn][O][C][Branch1][C][Fr][O][Zn][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch2][Ring1][O][O][C][Branch1][C][Fr][O][Zn][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][O][Ring2][Ring1][#Branch2][&&][gis],[C][C][=C][=C][Branch][C][=N][FrH0][pop][C][:4benzenealcohol][Ring1][:0pyridine][Ring1][:1benzenediol][pop][Ring2][:1methyl_amine][Ring1][FrH0][pop][pop][:5benzenealcohol][:1pyridine][=Branch][:1methyl_amine][Ring1][:0pyrimidine][Ring1][:4benzenealcohol][pop][Ring1][:0benzene][#Branch][:0methyl][pop][:5benzenediol][Ring1][:3imidazole],CC=C=C(C=N[Fr])Cc1ccccc1Oc1nc(-c2cccnc2CNc2ncc(-c3ccccc3CC)c(-c3ccccc3O)n2)c(CN[Fr])cc1Oc1cccc(O)c1,3741.69,gis_N265_67ee0edf,67ee0edf
nbo_N375_edge2677,[FrH0][C][=C][N][Branch][C][Branch][:1imidazole][pop][Ring1][Ring2][pop][FrH0][.][Fr][C][O][Cd][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][N][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][O][C][Branch1][C][Fr][O][Cd][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][N][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][O][Ring2][Ring2][=N][&&][nbo],[FrH0][C][=C][N][Branch][C][Branch][:1imidazole][pop][Ring1][Ring2][pop][FrH0],3306.27,[C][:5benzenediol][Branch][:2pyridine][Ring1][:1methyl_amine][Ring1][FrH0][pop][pop][pop][Ring2][C][=C][FrH0][pop][:0pyrimidine][:1pyrimidine][:3pyridine][:4benzenealcohol][:3imidazole][.][Fr][C][O][Cd][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][N][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][O][C][Branch1][C][Fr][O][Cd][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][N][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][O][Ring2][Ring2][=N][&&][nbo],[C][:5benzenediol][Branch][:2pyridine][Ring1][:1methyl_amine][Ring1][FrH0][pop][pop][pop][Ring2][C][=C][FrH0][pop][:0pyrimidine][:1pyrimidine][:3pyridine][:4benzenealcohol][:3imidazole],COc1c(C=C[Fr])cc(-c2ccncc2CN[Fr])c(O)c1-c1ncncc1-c1ccccc1O,3345.04,nbo_N375_138fd26f,138fd26f
neb_N109_edge144371,[P][C][N][=S][Branch][N][Branch][C][Branch][C][Branch][FrH0][pop][Ring1][=Branch][pop][P][pop][FrH0][pop][P][.][O][=C][Branch1][C][Fr][O][In][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][&&][neb],[P][C][N][=S][Branch][N][Branch][C][Branch][C][Branch][FrH0][pop][Ring1][=Branch][pop][P][pop][FrH0][pop][P],2550.49,[:0methyl][C][N][=S][Branch][:0pyridine][:0pyridine][Ring1][:1alkyne][Ring1][FrH0][pop][pop][Ring1][C][FrH0][pop][pop][:3imidazole][.][O][=C][Branch1][C][Fr][O][In][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][&&][neb],[:0methyl][C][N][=S][Branch][:0pyridine][:0pyridine][Ring1][:1alkyne][Ring1][FrH0][pop][pop][Ring1][C][FrH0][pop][pop][:3imidazole],CCN=S([Fr])c1cc([Fr])ccn1,3429.8,neb_N109_6ac3ae13,6ac3ae13
gis_N115_edge56789,[FrH0][N][C][Branch][C][Branch][:0methyl][pop][Branch][FrH0][pop][C][Branch][:0methyl][pop][Branch][:0methyl][pop][:0methyl_amine][Ring1][Ring1][=N][pop][pop][:0methyl][.][Fr][C][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][Branch1][Ring2][O][Ring1][N][O][C][Branch1][C][Fr][O][Ring1][=C][&&][gis],[FrH0][N][C][Branch][C][Branch][:0methyl][pop][Branch][FrH0][pop][C][Branch][:0methyl][pop][Branch][:0methyl][pop][:0methyl_amine][Ring1][Ring1][=N][pop][pop][:0methyl],2970.26,[:0methyl][C][C][Branch][:0methyl][pop][C][Branch][FrH0][pop][:3pyrimidine][Ring2][:4benzenealcohol][Ring1][FrH0][pop][pop][pop][.][Fr][C][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][Branch1][Ring2][O][Ring1][N][O][C][Branch1][C][Fr][O][Ring1][=C][&&][gis],[:0methyl][C][C][Branch][:0methyl][pop][C][Branch][FrH0][pop][:3pyrimidine][Ring2][:4benzenealcohol][Ring1][FrH0][pop][pop][pop],CCC(CC)C([Fr])c1cc(-c2ccccc2O[Fr])ncn1,3212.72,gis_N115_550a63c3,550a63c3
lvt_N470_edge176609,[FrH0][:0benzene][Ring1][:0methyl][pop][Ring1][:0methyl][pop][Ring1][FrH0][pop][Ring2][C][=Branch][=C][C][=C][Ring1][N][pop][:0methyl][pop][.][Fr][C][=C][N][Co][N][C][Branch1][S][C][Branch1][C][Fr][=C][N][Ring1][#Branch1][C][Ring1][O][C][=C][Ring1][Branch1][=C][C][=C][Ring1][N][C][Branch1][C][Fr][=C][N][Ring1][P][C][Branch1][=C][C][Branch1][C][Fr][=C][Ring2][Ring1][=Branch1][C][=C][Ring2][Ring1][=Branch2][C][=C][Ring1][#Branch2][&&][lvt],[FrH0][:0benzene][Ring1][:0methyl][pop][Ring1][:0methyl][pop][Ring1][FrH0][pop][Ring2][C][=Branch][=C][C][=C][Ring1][N][pop][:0methyl][pop],1.41315,[:0benzenediol][#Branch][:3imidazole][Branch][:4benzenealcohol][Ring1][:1methyl_amine][Ring1][:0pyrimidine][Ring1][:=1methyl_amine][pop][Ring1][:1methyl_amine][Ring1][FrH0][pop][pop][pop][pop][Ring1][:4benzenealcohol][Ring1][:1alkyne][Ring1][SH2][FrH0][:4benzenealcohol][Ring1][pop][:4benzenealcohol][#Branch][:4benzenealcohol][:4benzenealcohol][.][Fr][C][=C][N][Co][N][C][Branch1][S][C][Branch1][C][Fr][=C][N][Ring1][#Branch1][C][Ring1][O][C][=C][Ring1][Branch1][=C][C][=C][Ring1][N][C][Branch1][C][Fr][=C][N][Ring1][P][C][Branch1][=C][C][Branch1][C][Fr][=C][Ring2][Ring1][=Branch1][C][=C][Ring2][Ring1][=Branch2][C][=C][Ring1][#Branch2][&&][lvt],[:0benzenediol][#Branch][:3imidazole][Branch][:4benzenealcohol][Ring1][:1methyl_amine][Ring1][:0pyrimidine][Ring1][:=1methyl_amine][pop][Ring1][:1methyl_amine][Ring1][FrH0][pop][pop][pop][pop][Ring1][:4benzenealcohol][Ring1][:1alkyne][Ring1][SH2][FrH0][:4benzenealcohol][Ring1][pop][:4benzenealcohol][#Branch][:4benzenealcohol][:4benzenealcohol],NCc1nc(NCOc2c(-c3ccc(-c4ccccc4O)cc3OC#C[SH2][Fr])cccc2-c2[nH]cnc2Oc2cccc(O)c2)ncc1CN[Fr],8.22366,lvt_N470_4a608841,4a608841
bnn_N254_edge61325,[:0O_nitrile][C][C][C][C][Branch][N][Branch][C][Branch][C][Branch][FrH0][pop][Ring1][=Branch][pop][Branch][:0O_nitrile][pop][:0O_nitrile][pop][FrH0][pop][:0O_nitrile][pop][.][Fr][C][O][Cd][Branch2][Ring2][Branch1][O][C][Branch1][C][Fr][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][O][Ring2][Ring1][Branch1][&&][bnn],[:0O_nitrile][C][C][C][C][Branch][N][Branch][C][Branch][C][Branch][FrH0][pop][Ring1][=Branch][pop][Branch][:0O_nitrile][pop][:0O_nitrile][pop][FrH0][pop][:0O_nitrile][pop],1270.43,[:0methyl_amine][F][:2pyridine][=Branch][:0pyridine][:0methyl][:1amide][->][:2imidazole][P][FrH0][pop][:0benzene][=Ring1][pop][pop][:1alkyne][=P][:1alkyne][C][FrH0][FrH0][pop][pop][pop][pop][:2benzenediol][:0propyl][:1sulfonic_acid][O][:0alkene][:0benzenealcohol][:2pyridine][N][Ring1][:1amide][:3benzenealcohol][Br][:1methyl_amine][.][Fr][C][O][Cd][Branch2][Ring2][Branch1][O][C][Branch1][C][Fr][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][O][Ring2][Ring1][Branch1][&&][bnn],[:0methyl_amine][F][:2pyridine][=Branch][:0pyridine][:0methyl][:1amide][->][:2imidazole][P][FrH0][pop][:0benzene][=Ring1][pop][pop][:1alkyne][=P][:1alkyne][C][FrH0][FrH0][pop][pop][pop][pop][:2benzenediol][:0propyl][:1sulfonic_acid][O][:0alkene][:0benzenealcohol][:2pyridine][N][Ring1][:1amide][:3benzenealcohol][Br][:1methyl_amine],CCCCNc1ccncc1-c1nccc(C#C[Fr])c1C(=O)Nc1[nH]cnc1[Fr],1602.8556,bnn_N254_43f673c0,43f673c0
nbo_N193_edge91150,[S][O][C][Branch][C][Branch][C][Branch][C][=C][Branch][FrH0][pop][S][pop][Branch][S][pop][S][pop][Branch][O][FrH0][pop][S][pop][Branch][S][pop][S][.][O][=C][Branch1][C][Fr][O][Cu][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][N][N][C][=C][C][=C][Branch1][C][Fr][C][Ring1][#Branch1][N][C][=C][Branch1][C][Fr][C][=C][C][Ring1][#Branch1][&&][nbo],[S][O][C][Branch][C][Branch][C][Branch][C][=C][Branch][FrH0][pop][S][pop][Branch][S][pop][S][pop][Branch][O][FrH0][pop][S][pop][Branch][S][pop][S],3447.07,[:0propyl][C][C][Branch][C][:0benzene][=Branch][:0alkene][pop][Ring1][C][:1alkyne][Ring1][FrH0][pop][pop][pop][:5benzenealcohol][=Branch][:0methyl_amine][Ring1][FrH0][pop][pop][pop][.][O][=C][Branch1][C][Fr][O][Cu][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][N][N][C][=C][C][=C][Branch1][C][Fr][C][Ring1][#Branch1][N][C][=C][Branch1][C][Fr][C][=C][C][Ring1][#Branch1][&&][nbo],[:0propyl][C][C][Branch][C][:0benzene][=Branch][:0alkene][pop][Ring1][C][:1alkyne][Ring1][FrH0][pop][pop][pop][:5benzenealcohol][=Branch][:0methyl_amine][Ring1][FrH0][pop][pop][pop],CCCC(Cc1cccc(C=O)c1CC#C[Fr])Oc1cccc(NC[Fr])c1,5820.49,nbo_N193_ee85fcb8,ee85fcb8
utp_N246_edge111672,[P][C][C][=Branch][=S][Branch][C][Branch][N][Branch][FrH0][pop][Ring1][Branch][pop][P][pop][P][pop][FrH0][.][Fr][C][O][Zn][O][C][Branch1][C][Fr][O][Zn][Branch1][Ring2][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][O][&&][utp],[P][C][C][=Branch][=S][Branch][C][Branch][N][Branch][FrH0][pop][Ring1][Branch][pop][P][pop][P][pop][FrH0],2203.449083,[:0methyl][C][O][=S][Branch][C][:=0amide][=Ring1][:1alkyne][Ring1][FrH0][pop][pop][pop][:3pyridine][:0propyl][FrH0][pop][pop][.][Fr][C][O][Zn][O][C][Branch1][C][Fr][O][Zn][Branch1][Ring2][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][O][&&][utp],[:0methyl][C][O][=S][Branch][C][:=0amide][=Ring1][:1alkyne][Ring1][FrH0][pop][pop][pop][:3pyridine][:0propyl][FrH0][pop][pop],CCO[SH](C=NC(=O)C#C[Fr])c1cccnc1[Fr],5312.65,utp_N246_cc219a2f,cc219a2f
pcu_N152_edge110792,[:0carboxylic_acid][Ring1][:0benzene][Branch][FrH0][pop][Ring2][C][Branch][:1carboxylic_acid][pop][C][O][FrH0][pop][pop][.][Fr][C][O][Dy][Branch2][Ring2][O][O][C][Branch1][C][Fr][O][Dy][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][O][Ring2][Ring1][Branch1][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch1][&&][pcu],[:0carboxylic_acid][Ring1][:0benzene][Branch][FrH0][pop][Ring2][C][Branch][:1carboxylic_acid][pop][C][O][FrH0][pop][pop],1604.3,[:0methyl_amine][Ring1][:0methyl_amine][Ring1][:0methyl_amine][Ring2][FrH0][pop][Ring1][C][:0pyrimidine][:1pyridine][O][FrH0][pop][pop][pop][pop][:2imidazole][:2imidazole][=C][.][Fr][C][O][Dy][Branch2][Ring2][O][O][C][Branch1][C][Fr][O][Dy][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][O][Ring2][Ring1][Branch1][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch1][&&][pcu],[:0methyl_amine][Ring1][:0methyl_amine][Ring1][:0methyl_amine][Ring2][FrH0][pop][Ring1][C][:0pyrimidine][:1pyridine][O][FrH0][pop][pop][pop][pop][:2imidazole][:2imidazole][=C],[Fr]CNCNCNc1cnccc1[Fr],3844.68,pcu_N152_a67cc7d8,a67cc7d8
bnn_N337_edge42974,[FrH0][N][C][Branch][C][Branch][O][C][pop][Branch][FrH0][pop][N][Branch][O][C][pop][C][Branch][O][C][pop][Branch][O][C][pop][C][Ring2][Ring1][C][pop][O][C][.][O][=C][Branch1][C][Fr][O][Lu][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][O][Lu][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][=Branch1][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch2][O][C][Branch1][C][Fr][=O][&&][bnn],[FrH0][N][C][Branch][C][Branch][O][C][pop][Branch][FrH0][pop][N][Branch][O][C][pop][C][Branch][O][C][pop][Branch][O][C][pop][C][Ring2][Ring1][C][pop][O][C],1343.58,[O][O][:1pyridine][=Branch][:1alkyne][Ring1][FrH0][pop][pop][Ring1][FrH0][:2benzenediol][:0propyl][:1pyridine][pop][.][O][=C][Branch1][C][Fr][O][Lu][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][O][Lu][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][=Branch1][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch2][O][C][Branch1][C][Fr][=O][&&][bnn],[O][O][:1pyridine][=Branch][:1alkyne][Ring1][FrH0][pop][pop][Ring1][FrH0][:2benzenediol][:0propyl][:1pyridine][pop],CCCc1cnc(C#C[Fr])c(OO)c1[Fr],2918.12,bnn_N337_1db08313,1db08313
hex_N262_edge71513,[FrH0][C][Branch][S][C][pop][C][Branch][S][C][pop][=C][Branch][C][Branch][FrH0][pop][C][Branch][S][C][pop][C][Branch][S][C][pop][Ring1][S][pop][S][C][.][O][=C][Branch1][C][Fr][O][Cu][Branch2][Branch1][C][O][C][Branch1][C][Fr][O][Cu][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][hex],[FrH0][C][Branch][S][C][pop][C][Branch][S][C][pop][=C][Branch][C][Branch][FrH0][pop][C][Branch][S][C][pop][C][Branch][S][C][pop][Ring1][S][pop][S][C],250.566,[:0methyl_amine][C][=C][Branch][FrH0][:1pyridine][:3imidazole][Ring1][:3benzenediol][Ring2][C][:0imidazole][Ring1][C][=C][FrH0][pop][Ring2][C][pop][pop][Branch][N][=O][Ring1][C][=Branch][=O][pop][:1pyridine][:0pyrimidine][:0pyrimidine][:0phosphoric_acid][pop][pop][pop][:1alkyne][:1pyrimidine][:4pyridine][.][O][=C][Branch1][C][Fr][O][Cu][Branch2][Branch1][C][O][C][Branch1][C][Fr][O][Cu][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][hex],[:0methyl_amine][C][=C][Branch][FrH0][:1pyridine][:3imidazole][Ring1][:3benzenediol][Ring2][C][:0imidazole][Ring1][C][=C][FrH0][pop][Ring2][C][pop][pop][Branch][N][=O][Ring1][C][=Branch][=O][pop][:1pyridine][:0pyrimidine][:0pyrimidine][:0phosphoric_acid][pop][pop][pop][:1alkyne][:1pyrimidine][:4pyridine],Cc1cn(C=C[Fr])c(Cc2nc(C(=O)c3cnccc3-c3ncccn3)c(C([Fr])=NCc3ccccn3)cc2N=O)n1,1667.7,hex_N262_18459662,18459662
bcu_N350_edge207385,[FrH0][C][Branch][C][N][=C][Branch][C][Branch][:0methyl][pop][=C][Branch][FrH0][pop][C][=Branch][=C][Branch][:0methyl][pop][C][pop][Ring1][O][pop][:0methyl][pop][=Ring1][->][#C][.][Fr][C][O][Fe][O][C][Branch1][C][Fr][O][Fe][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][O][C][Branch1][C][Fr][O][Fe][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][O][Fe][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][N][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][O][Ring2][Ring2][Ring1][&&][bcu],[FrH0][C][Branch][C][N][=C][Branch][C][Branch][:0methyl][pop][=C][Branch][FrH0][pop][C][=Branch][=C][Branch][:0methyl][pop][C][pop][Ring1][O][pop][:0methyl][pop][=Ring1][->][#C],873.682,[:0methyl][C][:1pyrimidine][:0benzenediol][:0pyridine][Ring1][FrH0][pop][pop][Ring2][:3imidazole][Ring1][FrH0][pop][pop][:=0methyl_amine][:=1methyl_amine][:0pyrimidine][Ring1][N][N][:1benzenediol][#Branch][:2imidazole][.][Fr][C][O][Fe][O][C][Branch1][C][Fr][O][Fe][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][O][C][Branch1][C][Fr][O][Fe][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][O][Fe][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][N][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][O][Ring2][Ring2][Ring1][&&][bcu],[:0methyl][C][:1pyrimidine][:0benzenediol][:0pyridine][Ring1][FrH0][pop][pop][Ring2][:3imidazole][Ring1][FrH0][pop][pop][:=0methyl_amine][:=1methyl_amine][:0pyrimidine][Ring1][N][N][:1benzenediol][#Branch][:2imidazole],CCc1nc(-c2c[nH]c([Fr])n2)nc(CNNOc2cccc(O)c2-c2cnc[nH]2)c1-c1ncccc1[Fr],1216.77,bcu_N350_140d06a5,140d06a5
lvt_N505_edge102256,[O][S][Branch][C][=C][N][Branch][C][=Branch][=C][N][Branch][FrH0][pop][Ring1][=Branch][pop][S][Branch][O][pop][Branch][O][pop][O][pop][FrH0][pop][Branch][O][pop][O][.][Fr][C][O][Yb][Branch1][Ring2][O][Ring1][Ring2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][O][C][Branch1][C][Fr][O][Yb][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#C][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][&&][lvt],[O][S][Branch][C][=C][N][Branch][C][=Branch][=C][N][Branch][FrH0][pop][Ring1][=Branch][pop][S][Branch][O][pop][Branch][O][pop][O][pop][FrH0][pop][Branch][O][pop][O],2732.83,[:0benzenediol][Branch][:1benzenediol][#Branch][:1benzenediol][#Branch][N][Branch][:0pyrimidine][Ring1][O][pop][Ring1][:1pyridine][pop][pop][C][=Branch][:1alkyne][Ring1][FrH0][pop][pop][pop][#Branch][=P][:0pyrimidine][:2imidazole][FrH0][:#1methyl_amine][#Branch][:=0methyl_amine][:=0methyl_amine][#Branch][pop][:0benzenealcohol][:2imidazole][:1alkyne][:4pyridine][.][Fr][C][O][Yb][Branch1][Ring2][O][Ring1][Ring2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][O][C][Branch1][C][Fr][O][Yb][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#C][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][&&][lvt],[:0benzenediol][Branch][:1benzenediol][#Branch][:1benzenediol][#Branch][N][Branch][:0pyrimidine][Ring1][O][pop][Ring1][:1pyridine][pop][pop][C][=Branch][:1alkyne][Ring1][FrH0][pop][pop][pop][#Branch][=P][:0pyrimidine][:2imidazole][FrH0][:#1methyl_amine][#Branch][:=0methyl_amine][:=0methyl_amine][#Branch][pop][:0benzenealcohol][:2imidazole][:1alkyne][:4pyridine],C#Cc1nc(POc2cccc(Oc3c(O)cccc3Oc3cc(O)cc(O)c3)c2N(CC#C[Fr])c2ncc(-c3cccnc3)c(O)n2)nc([Fr])c1NC,3464.48845,lvt_N505_0abe3c7e,0abe3c7e
unc_N32_edge2770,[:0methyl_amine][Ring1][C][Branch][C][C][Branch][:1methyl_amine][pop][Branch][FrH0][pop][Ring1][Ring1][pop][FrH0][pop][.][O][=C][Branch1][C][Fr][O][Gd][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][=O][&&][unc],[:0methyl_amine][Ring1][C][Branch][C][C][Branch][:1methyl_amine][pop][Branch][FrH0][pop][Ring1][Ring1][pop][FrH0][pop],3254.77,[FrH0][C][:3pyrimidine][:1pyridine][C][FrH0][pop][Ring1][:4pyridine][pop][:3imidazole][:1imidazole][.][O][=C][Branch1][C][Fr][O][Gd][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][=O][&&][unc],[FrH0][C][:3pyrimidine][:1pyridine][C][FrH0][pop][Ring1][:4pyridine][pop][:3imidazole][:1imidazole],[Fr]Cc1nc(C[Fr])c(-n2ccnc2)c(-c2ccccn2)n1,4169.48,unc_N32_7af06624,7af06624
rob_N555_edge171149,[FrH0][C][=Branch][=C][C][=C][Branch][C][Branch][C][Branch][:0methyl][pop][Ring1][Ring2][pop][=C][C][FrH0][pop][:0methyl][pop][:0methyl][.][O][=C][Branch1][C][Fr][O][Tb][Branch2][Ring2][C][O][C][Branch1][C][Fr][O][Tb][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][O][Ring1][=N][O][C][Branch1][C][Fr][O][Ring2][Ring1][=Branch1][&&][rob],[FrH0][C][=Branch][=C][C][=C][Branch][C][Branch][C][Branch][:0methyl][pop][Ring1][Ring2][pop][=C][C][FrH0][pop][:0methyl][pop][:0methyl],3232.66,[:0methyl][C][C][Branch][FrH0][:1pyridine][=C][:1amide][Ring1][C][=C][:0benzenediol][Ring2][C][C][FrH0][pop][pop][pop][.][O][=C][Branch1][C][Fr][O][Tb][Branch2][Ring2][C][O][C][Branch1][C][Fr][O][Tb][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][O][Ring1][=N][O][C][Branch1][C][Fr][O][Ring2][Ring1][=Branch1][&&][rob],[:0methyl][C][C][Branch][FrH0][:1pyridine][=C][:1amide][Ring1][C][=C][:0benzenediol][Ring2][C][C][FrH0][pop][pop][pop],CCC([Fr])c1cccnc1C(=O)NC=Cc1c(O)ccc(CC[Fr])c1O,4062.83,rob_N555_e1640074,e1640074
